L0,L1,L2,Graph
0.94441915,-0.6628548,-0.26060724,3
-0.29401284,-0.10027242,-0.906845,3
-0.430066,-0.5257063,-0.16965628,5
-0.4024303,0.4569528,-0.5540043,6
0.14416277,0.24699259,-0.51664305,6
-0.38934493,-0.5283377,-0.09988086,6
-0.36507177,0.34923843,-0.048038706,6
-0.12307053,-0.8433454,0.025844455,6
0.7339946,0.5127209,0.21522117,
0.22678065,0.39013052,-1.0,
-0.5543776,-0.8914906,0.0059986115,
0.07581282,0.066179514,0.822147,
0.5775988,0.18976668,0.07149446,
-0.7538512,-0.668602,0.9762418,
0.28722256,-0.014913321,-0.32909143,
0.9772055,0.2972412,0.061346054,
0.5965461,-0.17964965,0.86618185,
-0.6262466,0.90121996,-0.46852255,
-0.30106616,0.9464757,0.67160976,
-0.30750287,0.50086486,0.18453729,
-0.6961344,-0.3640126,0.16439009,
0.21502495,-0.9667598,-0.7263855,
0.4895333,-0.7262949,-0.6856209,
-0.87038726,-0.083499484,-0.7098987,
-0.930459,-0.53014,0.2831366,
-0.77329564,-0.68808925,-0.079357505,
-0.29241067,-0.29631728,0.61563575,
0.70042586,0.40301234,-0.92908394,
-0.5686437,-0.9375005,1.0,
0.9077172,0.39012802,-0.73167956,
0.51382804,-0.7315918,0.20972514,
-0.28333327,0.6615186,-0.72732043,
0.19069186,0.928211,0.35011065,
-0.120516896,-0.084448576,-0.85464966,
0.9987576,-0.018498898,-0.71999264,
0.58111423,-0.5926971,-0.12421681,
0.041582704,0.38822508,0.3113498,
0.28142822,0.16315758,-0.425439,
-0.99094737,-0.08071637,0.5831046,
0.8080732,0.43801248,0.7259586,
0.024628922,0.6189934,-0.2538966,
-0.6852888,-0.063452065,0.5950844,
0.59558046,0.11089647,0.23665486,
-0.31048802,-0.9925524,0.7628504,
0.35091162,-0.05478748,-0.98662627,
-0.9554757,-0.2435708,-0.40419734,
-0.19358289,0.06718254,-0.5154989,
0.42453802,-0.523525,-0.8739747,
0.54806066,-0.53458214,-0.45584357,
-0.8017843,-0.67750275,0.2561375,
-0.38636184,-0.6904522,0.45398897,
-0.4731413,1.0,-0.55385494,
-0.9418042,-0.920308,0.6829928,
-0.82837796,0.026277661,-0.698146,
-0.9319743,0.711184,0.17777172,
0.38344622,-0.6271237,-1.0,
0.4235574,-1.0,0.10359284,
-0.24505094,-0.46853733,-0.6027441,
0.8629364,0.46935013,-0.71630466,
-0.5947267,0.5527065,-0.28494298,
-0.7766794,-0.26649845,0.1081309,
-0.25813314,-0.71351373,0.7765446,
-0.1878773,-0.078117274,-0.819049,
0.21597514,-0.99950767,0.97265005,
0.5531354,0.9308523,-0.44211933,
-0.1392752,-0.5218332,0.4153415,
0.36931467,-0.066278696,0.5139658,
0.2827785,-0.86346024,-0.550167,
0.18914762,-0.45457256,,
-0.09858084,0.8117962,,
-0.0639236,0.88069665,,
0.80331415,0.6013175,,
-0.29156244,-0.93133813,,
0.20303312,-0.2794348,,
-0.24297762,0.4710338,,
0.4340669,-0.45839167,,
-0.62809384,0.8141339,,
-0.009752959,0.92521703,,
0.7354343,0.10492778,,
-0.24410403,-0.8026705,,
-0.51867485,0.17563502,,
-0.56559896,-0.54987013,,
-0.27297568,-0.44174457,,
0.052064236,0.9399746,,
-0.13951838,-0.59792143,,
0.22801471,0.10035479,,
0.33956212,0.35475266,,
0.06631857,0.9476787,,
-0.91000956,0.7247895,,
-0.45388615,-0.10758066,,
0.36368692,0.19082823,,
-0.62496036,0.49187672,,
0.12639534,-0.5848582,,
0.4121969,-0.5090904,,
-0.988443,0.44515347,,
0.6484183,1.0,,
-0.013542175,0.6356031,,
0.727136,0.045021296,,
0.8150333,0.06425798,,
0.9544258,0.9445138,,
-0.49588215,0.7558178,,
0.538219,-0.8116932,,
-0.027522922,0.2303853,,
-0.96529555,-0.36144578,,
0.04403156,-0.6256851,,
-0.08444631,0.6417761,,
-0.23195082,0.121267796,,
-0.19664705,-0.09494519,,
0.17187674,0.12504183,,
0.7635102,-0.42174935,,
-0.18073082,-0.14703965,,
1.0,-0.8061857,,
-0.083025455,-0.4503348,,
0.42096138,-0.7633414,,
-0.9488652,-0.999333,,
0.40330338,-0.44053674,,
0.5200038,1.0,,
-0.14209688,0.59468955,,
-8.511543E-4,0.048688076,,
-0.42608392,-0.5217688,,
-0.3644625,-0.23804548,,
0.4565866,0.13758361,,
0.38113773,-0.59071016,,
-0.59312594,1.0,,
0.8977817,-0.10598135,,
-0.8823118,-0.32247782,,
-0.33415902,0.08450425,,
0.8792579,-0.11239123,,
0.4203546,-0.52718055,,
0.6658354,0.6018435,,
